"","pacient_10","pacient_11","pacient_5","pacient_6","pacient_4","pacient_1","pacient_2","pacient_3","pacient_7","pacient_9","pacient_8"
"LRRC49",0,445,81,49,20,157,22,41,101,0,47
"LRRC4B",0,231,0,0,0,0,1,28,30,0,0
"LRRC4C",0,236,0,0,0,0,5,18,0,0,0
"LRRC52",0,411,0,0,15,0,4,0,0,0,0
"LRRC53",0,627,0,0,0,3,0,0,51,419,0
"LRRC55",40,641,0,0,83,27,5,28,0,0,0
"LRRC56",0,557,188,132,152,0,34,70,0,658,16
"LRRC57",0,850,799,529,427,265,389,493,361,0,114
"LRRC58",0,327,1189,1044,1144,948,919,872,533,0,743
"LRRC59",26,630,2320,3752,2030,193,1516,1917,509,0,1014
"LRRC6",0,8,0,1,142,0,13,37,0,0,0
"LRRC61",0,294,75,26,116,32,227,182,180,361,68
"LRRC63",0,517,5,12,129,138,44,98,479,827,110
"LRRC66",0,272,0,0,46,0,13,14,75,0,0
"LRRC69",0,726,0,0,0,0,21,19,67,1,0
"LRRC7",0,511,0,28,0,0,7,12,0,0,7
"LRRC70",1,1187,8,50,78,174,82,120,121,682,97
"LRRC71",0,993,142,0,33,0,0,22,22,665,56
"LRRC72",0,574,0,0,53,0,0,0,136,0,86
"LRRC73",0,620,0,21,0,0,0,3,152,3,72
"LRRC74A",0,667,4,0,42,0,0,0,0,1378,0
"LRRC74B",0,0,142,57,121,0,0,0,0,0,0
"LRRC75A",109,508,0,0,0,0,72,114,0,0,0
"LRRC75B",0,221,84,125,66,0,7,34,0,0,109
"LRRC8A",2297,1048,175,1996,368,70,471,405,0,1182,158
"LRRC8B",0,607,120,71,198,156,337,205,1,522,89
"LRRC8C",0,1012,686,452,782,709,850,1020,589,0,519
"LRRC8D",0,793,0,234,392,126,935,627,31,0,47
"LRRC8E",805,647,99,11,29,0,0,2,0,0,129
"LRRC9",1,0,0,0,0,0,0,0,0,0,0
"LRRCC1",0,647,88,88,332,129,126,130,100,0,0
"LRRD1",0,359,0,0,0,0,5,4,0,0,95
"LRRFIP1",0,0,168,162,225,176,149,154,500,5,435
"LRRFIP2",2,824,366,2805,1255,341,1428,1716,243,0,314
"LRRIQ1",0,517,44,11,0,82,0,0,0,0,0
"LRRIQ3",176,519,0,0,0,90,15,21,57,2327,0
"LRRIQ4",0,545,0,0,0,1,5,0,0,0,0
"LRRK1",0,686,135,275,679,255,405,1160,402,605,96
"LRRK2",3,0,139,23,918,445,642,702,58,0,89
"LRRN1",2,642,93,37,128,0,5,58,25,0,0
"LRRN2",0,683,0,0,0,0,1,34,0,639,92
"LRRN3",0,606,0,0,111,0,14,177,40,0,0
"LRRN4",0,0,0,0,0,0,0,0,0,0,0
"LRRN4CL",90,690,0,0,32,36,2,29,26,882,0
"LRRTM1",0,921,0,0,0,0,0,0,0,684,0
"LRRTM2",1,1303,0,10,119,0,7,40,0,77,0
"LRRTM3",1,567,8,12,23,0,0,6,90,1737,38
"LRRTM4",0,430,3,16,49,0,0,7,0,0,0
"LRSAM1",1,936,253,240,447,150,171,356,630,598,120
"LRTM1",0,774,0,21,15,0,0,0,0,0,0
"LRTM2",0,426,0,23,47,0,0,0,69,592,0
"LRTOMT",0,0,144,0,0,0,19,5,0,0,0
"LRWD1",0,865,344,233,314,73,390,522,474,0,201
"LSAMP",0,646,155,24,459,0,268,225,0,0,297
"LSG1",56,519,1432,889,668,499,909,732,504,1014,0
"LSM1",2224,440,1531,592,1000,2687,939,940,3458,0,2410
"LSM10",1,955,472,352,671,425,789,953,522,1340,442
"LSM11",0,692,215,62,89,118,127,138,0,672,157
"LSM12",1,1107,884,2913,1873,286,1482,1468,814,1016,396
"LSM14A",155,62,767,1027,1659,601,2065,1887,124,0,197
"LSM14B",1,703,502,926,967,961,1383,1546,588,495,879
"LSM2",0,1,13,301,414,90,554,517,0,0,2
"LSM3",0,729,53,12,45,0,51,52,0,793,0
"LSM4",74,591,2994,2107,1207,2359,1395,1474,1925,1438,3094
"LSM5",1,866,0,123,71,0,134,125,1,747,0
"LSM6",2,3,1217,1055,1480,572,2095,1979,341,0,452
"LSM7",561,194,889,956,987,533,1586,1403,480,0,1048
"LSM8",1421,10,1248,1344,2209,1264,2682,2582,1614,0,1509
"LSMEM1",0,778,0,15,59,0,38,37,83,0,0
"LSMEM2",0,672,0,0,0,0,0,0,66,0,0
"LSP1",1,456,436,547,3593,3381,4469,6274,1318,561,640
"LSR",1,52,2409,2609,171,423,244,497,1325,0,4585
"LSS",0,351,196,132,217,91,122,192,170,0,209
"LST1",1,405,333,472,2647,1786,1689,3389,573,654,471
"LTA",0,190,0,19,0,459,71,62,2,0,0
"LTA4H",4,732,1098,1135,975,3870,3273,2521,749,1,1164
"LTB",0,311,329,42,114,4117,874,965,1804,1736,299
"LTB4R",0,649,1135,1074,180,230,228,142,86,744,420
"LTB4R2",1,402,687,431,133,186,146,134,0,0,161
"LTBP1",1164,765,1057,1770,167,0,86,279,29,0,336
"LTBP2",2380,2,734,901,330,57,482,410,0,0,88
"LTBP3",3,1,1,392,260,496,470,432,66,0,147
"LTBP4",2,27,2083,586,282,1355,627,1238,2525,333,2897
"LTBR",0,419,2109,4662,1065,1399,693,1395,1130,973,2180
"LTC4S",0,475,263,44,123,2,9,179,0,337,0
"LTF",3,937,0,56,1,162,226,378,460,579,0
"LTK",0,706,20,11,64,0,11,99,156,0,0
"LTN1",0,764,181,298,783,278,1030,1101,230,311,791
"LTO1",3,642,434,456,795,698,706,715,1423,1941,1438
"LTV1",0,892,722,964,769,639,893,1088,1409,691,1132
"LUC7L",0,172,234,305,567,35,753,783,706,0,472
"LUC7L2",1,2,346,430,438,187,601,595,301,0,421
"LUC7L3",4,28,3141,3027,4789,3322,6247,7574,2696,1,7239
"LUM",0,674,1939,2178,1967,96,1650,3021,92,624,271
"LURAP1",0,675,355,6,36,0,24,43,0,0,0
"LURAP1L",0,0,270,86,76,0,3,44,0,0,169
"LUZP1",1,862,741,434,378,268,256,477,273,0,1152
"LUZP2",2702,453,0,0,27,0,7,0,72,602,99
"LUZP4",0,728,0,0,0,0,0,0,67,0,0
"LUZP6",7,392,2749,6727,4749,493,4572,3836,0,0,335
"LUZP6_MTPN",4,927,2054,2701,2815,1530,3953,3879,727,2817,560
"LVRN",0,38,0,40,46,0,5,26,50,0,0
"LXN",0,438,157,137,651,121,577,548,84,0,0
"LY6D",6,160,683,4435,103,65,0,0,54,0,5500
"LY6E",6662,647,1505,3503,4833,5842,1174,3298,7004,1,10277
"LY6G5B",2506,543,233,128,264,0,267,259,88,0,97
"LY6G5C",0,0,0,0,0,0,0,0,0,0,0
"LY6G6C",0,314,90,167,0,22,0,4,0,0,0
"LY6G6D_LY6G6F-LY6G6D",3639,853,2,0,19,0,1,0,64,728,0
"LY6G6F",0,0,133,0,25,0,0,0,0,264,0
"LY6H",625,545,0,0,52,0,14,0,0,731,0
"LY6K",10,813,143,474,26,0,7,13,0,0,0
"LY6L",0,456,0,22,40,0,0,0,0,0,0
"LY75",0,380,352,198,578,207,1276,1403,0,0,57
"LY75-CD302",1,800,115,215,1067,440,2394,3298,522,0,334
"LY86",2726,511,9,45,700,825,162,435,475,0,201
"LY9",1083,540,147,13,777,454,1262,1665,136,549,207
"LY96",0,385,205,160,1079,978,1460,1638,367,1170,0
"LYAR",1605,518,1139,460,297,923,468,750,1299,0,970
"LYG1",1273,626,273,18,47,107,102,70,88,0,0
"LYG2",0,675,16,0,0,0,0,0,0,0,50
"LYL1",1738,621,7,54,271,0,196,321,158,0,139
"LYN",1,632,589,335,1807,5233,1289,2138,1196,732,665
"LYNX1",1,1042,3,216,32,0,14,141,0,1287,0
"LYNX1-SLURP2",2468,0,0,0,23,6,0,0,59,0,0
"LYPD1",0,825,265,120,51,0,19,116,0,637,227
"LYPD2",4637,505,227,51,0,0,0,0,0,0,0
"LYPD3",7,380,7904,4752,3,36,22,57,284,334,3896
"LYPD4",0,442,0,0,50,0,0,4,7,1183,62
"LYPD5",0,502,376,1296,97,0,42,102,79,0,116
"LYPD6",1,891,0,57,53,71,0,18,0,0,0
"LYPD6B",0,513,123,54,29,0,0,0,62,621,102
"LYPD8",0,0,0,0,46,99,4,4,0,0,0
"LYPLA1",34,1298,1084,1342,841,420,870,874,513,2124,1137
"LYPLA2",4,1316,902,1318,984,474,1324,1484,785,1131,682
"LYPLAL1",0,592,47,158,317,0,393,363,66,73,1
"LYRM1",5,720,357,290,731,827,738,653,161,618,106
"LYRM2",0,367,237,40,61,10,118,98,398,0,61
"LYRM4",0,739,671,510,494,359,884,533,478,83,482
"LYRM7",0,592,73,80,266,0,293,193,70,0,0
"LYRM9",1332,302,105,0,120,125,142,188,197,0,109
"LYSMD1",1,1022,26,92,286,182,223,334,157,746,97
"LYSMD2",422,7,322,624,1812,1045,1407,1865,397,0,343
"LYSMD3",4,533,799,1187,2652,508,1819,1835,193,659,158
"LYSMD4",623,253,384,403,438,0,136,155,60,621,162
"LYST",2341,572,2951,1289,4340,2038,2203,3167,4729,1140,3013
"LYVE1",296,401,0,78,32,0,8,162,0,2,0
"LYZ",5,26,1695,766,7744,23391,73814,63435,1717,1280,3697
"LYZL1_LYZL2",0,1114,0,0,84,0,0,0,0,330,0
"LYZL4",0,0,10,0,35,80,0,0,20,428,0
"LYZL6",0,0,0,0,6,0,0,0,0,0,0
"LZIC",0,34,752,1400,751,219,765,928,0,0,106
"LZTFL1",1,413,0,22,46,0,84,208,0,0,0
"LZTR1",0,142,516,562,604,69,564,642,542,0,255
"LZTS1",0,817,0,177,318,94,54,129,376,0,68
"LZTS2",2572,682,981,1000,897,611,419,661,278,2515,979
"LZTS3",2,339,141,66,118,121,24,48,286,2729,426
"M1AP",7,1037,0,77,0,20,0,4,0,0,0
"M6PR",0,3,629,547,2235,1192,2717,2376,269,0,535
"MAATS1",0,327,0,0,48,0,25,10,79,981,0
"MAB21L1",86,1253,62,43,65,0,0,7,0,0,0
"MAB21L2",0,735,0,14,38,60,4,5,0,0,4
"MAB21L3",0,699,0,9,0,0,0,0,0,78,104
"MAB21L4",53,142,1,113,40,0,0,1,6,0,0
"MACC1",0,551,2,269,271,0,36,157,0,0,0
"MACF1",3,47,1804,3553,3691,329,4755,4792,483,0,567
"MACO1",2957,877,152,428,372,0,353,444,112,0,479
"MACROD1",0,1299,311,227,272,260,123,343,359,264,657
"MACROD2",0,632,16,13,32,0,0,2,0,1213,0
"MACROH2A2",1,672,594,513,186,182,307,535,273,580,417
"MAD1L1",50,201,170,287,412,363,537,577,287,941,145
"MAD2L1",0,638,174,87,30,0,78,42,141,731,107
"MAD2L1BP",2508,78,1375,86,318,70,7,4,534,0,1070
"MAD2L2",1,497,136,443,706,1423,719,682,902,1425,458
"MADCAM1",0,722,0,15,21,0,24,391,62,602,0
"MADD",0,760,122,582,909,722,1657,1552,501,0,785
"MAEA",2592,489,422,456,344,69,600,930,166,0,449
"MAEL",0,0,0,0,45,0,10,0,0,0,0
"MAF",6,788,6838,2725,4181,6555,9779,5043,5851,564,7198
"MAF1",4,162,1126,1966,1569,1458,2442,2472,429,0,1818
"MAFA",1173,640,0,0,70,0,0,0,0,340,0
"MAFB",388,839,5466,2394,11452,4356,1852,4343,2405,696,1351
"MAFF",0,659,543,368,255,23,90,156,0,0,7
"MAFG",0,819,114,110,58,138,131,97,0,1056,215
"MAFK",5,668,322,428,819,716,436,554,405,0,479
"MAG",1,959,0,0,108,135,1,2,70,643,95
"MAGEA1",0,597,0,0,27,0,0,0,0,0,0
"MAGEA10",0,643,21,16,128,0,0,5,0,0,0
"MAGEA10-MAGEA5",0,58,0,0,21,0,0,0,0,0,0
"MAGEA11",404,323,65,30,75,0,0,1,146,0,1
"MAGEA12",0,663,0,19,6,0,0,0,71,668,7
"MAGEA2_MAGEA2B",2518,1390,0,0,1,0,0,0,0,538,0
"MAGEA3",0,2230,460,0,54,0,0,0,0,718,0
"MAGEA4",0,543,1129,0,0,0,0,0,0,0,551
"MAGEA5",0,434,71,0,55,0,0,0,0,0,0
"MAGEA6",0,816,346,0,60,0,0,3,125,870,0
"MAGEA8",0,457,125,0,52,0,0,0,82,0,0
"MAGEA9_MAGEA9B",0,514,0,0,0,0,0,0,0,659,0
"MAGEB1",0,200,0,7,91,0,0,0,112,654,69
"MAGEB10",0,0,0,0,97,0,5,2,34,0,0
"MAGEB16",0,304,0,0,21,0,0,0,0,0,0
"MAGEB17",0,530,368,17,54,0,3,0,0,1331,0
"MAGEB18",0,765,0,0,0,0,0,0,31,561,0
"MAGEB2",0,711,62,0,0,32,1,0,5,0,0
"MAGEB3",0,814,0,0,0,87,0,3,32,0,0
"MAGEB4",0,336,0,0,0,0,0,0,0,0,0
"MAGEB5",0,759,0,0,2,0,0,1,0,399,0
"MAGEB6",6,0,0,0,89,0,0,0,50,0,46
"MAGEC1",0,817,0,0,0,0,0,0,0,0,0
"MAGEC2",0,553,0,0,0,0,0,0,31,0,0
"MAGEC3",0,471,0,0,120,39,4,0,0,0,0
"MAGED1",3,387,685,338,402,152,179,236,81,1126,104
"MAGED2",5,945,2057,1629,1916,893,1556,2226,745,511,1183
"MAGED4_MAGED4B",0,1423,599,336,191,35,152,283,111,567,230
"MAGEE1",1,472,0,30,84,0,55,73,0,0,0
"MAGEE2",0,916,0,0,31,0,2,0,0,659,0
"MAGEF1",35,885,985,1837,759,541,1551,1378,1207,0,1008
"MAGEH1",0,599,272,102,261,519,262,174,226,0,4
"MAGEL2",0,909,28,9,0,0,0,0,0,496,0
"MAGI1",0,3,54,490,92,0,87,289,82,0,293
"MAGI2",0,631,0,21,0,0,21,52,0,468,0
"MAGI3",1890,990,145,162,134,0,106,178,37,0,0
"MAGIX",0,680,120,10,0,0,16,15,0,610,1
"MAGOH",1,659,396,367,914,390,814,1035,278,522,711
"MAGOHB",0,723,147,769,459,0,370,314,0,0,15
"MAGT1",0,849,352,364,764,458,1049,1693,160,990,546
"MAIP1",349,622,165,143,100,56,110,168,129,611,1
"MAJIN",0,1,0,0,36,0,1,2,0,0,0
"MAK",0,774,0,0,0,0,8,9,0,0,0
"MAK16",0,3,85,306,715,79,819,727,203,0,0
"MAL",0,345,1,47,0,347,391,454,89,2184,235
"MAL2",1,846,1575,6589,0,78,14,5,68,0,615
"MALL",5,44,3747,5295,127,23,45,288,157,0,3528
"MALRD1",0,967,128,9,0,0,0,0,43,0,173
"MALSU1",1,329,265,133,140,135,372,363,32,0,0
"MALT1",0,569,809,1383,1040,337,2484,1583,385,2,513
"MAMDC2",0,485,350,259,47,63,0,53,0,21,0
"MAMDC4",0,0,0,82,251,118,37,58,125,0,193
"MAML1",1,588,877,751,1416,973,1780,1744,515,338,454
"MAML2",4,825,270,618,1080,547,971,2030,245,0,344
"MAML3",0,1212,33,88,236,67,160,305,0,0,0
"MAMLD1",0,920,0,36,0,0,78,133,85,3,67
"MAMSTR",0,758,157,40,95,243,107,128,154,295,105
"MAN1A1",4,861,1237,1652,2416,1282,2838,4043,434,2,1048
"MAN1A2",1,9,734,1331,1728,532,1436,1759,356,0,929
"MAN1B1",2,488,849,504,509,307,626,656,430,0,796
"MAN1C1",1,660,341,8,367,526,420,409,101,559,114
"MAN2A1",3,8,761,552,1737,266,2598,2209,126,0,46
"MAN2A2",0,888,315,174,851,493,1479,1363,740,637,408
"MAN2B1",1,1045,636,963,3719,2969,4510,4814,1285,0,634
"MAN2B2",0,617,262,111,429,0,307,359,0,0,1
"MAN2C1",1839,284,519,311,724,707,413,787,370,740,213
"MANBA",1,806,282,459,1553,286,1128,1186,253,697,18
"MANBAL",0,1043,768,630,483,349,200,231,0,0,2
"MANEA",978,691,75,514,1393,64,579,914,82,0,0
"MANEAL",0,1155,0,15,59,0,4,82,0,597,0
"MANF",1,42,234,2512,1917,432,1772,2818,230,0,1
"MANSC1",0,785,219,357,118,46,75,138,73,0,42
"MANSC4",0,218,21,0,0,0,27,45,0,0,0
"MAOA",1136,257,79,843,0,0,33,125,185,0,399
"MAOB",4,814,138,101,77,81,199,269,48,0,0
"MAP10",0,620,220,37,241,186,399,162,0,311,1
"MAP11",0,780,452,204,608,623,593,743,204,660,784
"MAP1A",1,514,196,25,104,111,63,95,68,0,0
"MAP1B",4,496,688,179,240,437,56,201,67,717,414
"MAP1LC3A",0,894,723,234,553,626,1312,1142,272,1955,179
"MAP1LC3B",1274,1008,6675,1955,3653,3247,2063,2766,2255,307,4960
"MAP1LC3B_MAP1LC3B2",1,1421,282,470,895,234,1128,1172,152,786,69
"MAP1LC3C",0,891,0,40,45,2,128,270,63,1232,0
"MAP1S",2,715,122,208,424,905,623,698,920,723,232
"MAP2",4,585,0,168,34,0,18,34,0,0,177
"MAP2K1",520,519,523,433,320,834,387,442,888,1123,534
"MAP2K2",4,166,507,2484,2010,908,2301,2062,796,0,738
"MAP2K3",8182,1300,4067,2017,1607,4468,1949,2144,5455,1451,4907
"MAP2K4",116,133,395,1033,691,1032,967,1167,735,0,539
"MAP2K5",305,3,297,108,178,221,339,309,147,0,156
"MAP2K6",0,909,2,107,487,151,296,498,563,0,62
"MAP2K7",1383,92,1933,803,848,1391,817,1139,2301,0,3307
"MAP3K1",2,905,647,644,1007,289,996,1712,138,1195,459
"MAP3K10",2,587,46,279,204,549,176,361,542,77,293
"MAP3K11",0,814,1211,572,527,1699,425,659,2019,0,1001
"MAP3K12",2,744,858,104,804,326,615,637,454,522,704
"MAP3K13",2158,846,204,25,116,52,90,186,71,0,115
"MAP3K14",0,264,0,149,84,52,309,437,61,0,238
"MAP3K15",0,2,0,0,0,29,0,5,0,0,0
"MAP3K19",0,0,0,0,54,0,3,2,224,0,0
"MAP3K2",83,873,2407,739,1439,2386,1669,1743,1208,291,1480
"MAP3K20",0,7,656,745,199,100,315,415,32,0,66
"MAP3K21",0,841,0,94,102,74,62,52,122,641,212
"MAP3K3",2100,465,1182,429,1717,2679,1209,1790,2496,264,1022
"MAP3K4",0,524,629,653,643,223,869,477,171,283,132
"MAP3K5",4,776,350,632,2484,400,5206,2753,334,1,766
"MAP3K6",0,803,424,201,168,379,78,316,271,0,725
"MAP3K7",2566,580,77,507,399,77,837,732,202,0,83
"MAP3K7CL",0,301,60,0,18,0,46,96,144,1358,295
"MAP3K8",0,803,119,223,1390,395,916,1054,214,1655,243
"MAP3K9",1,987,820,1074,130,62,198,207,0,0,273
"MAP4",3,1093,3046,4109,2648,858,2667,3657,667,0,1676
"MAP4K1",2385,109,995,357,2835,5392,3349,3012,14470,1242,4626
"MAP4K2",1,0,140,220,695,431,565,1276,248,0,502
"MAP4K3",1,2,361,547,499,120,249,541,94,0,436
"MAP4K4",7,1161,1971,3988,1411,226,2676,2223,117,591,426
"MAP4K5",2,1439,552,2555,1605,0,1586,1665,264,3282,1
"MAP6",1,963,85,16,78,0,46,58,0,0,78
"MAP6D1",1,1212,208,62,173,120,45,85,0,0,167
"MAP7",9,1424,5935,2141,511,127,74,187,588,845,4943
"MAP7D1",3,1059,4248,4598,4225,996,3427,3150,690,657,688
"MAP7D2",2,834,0,57,81,0,0,22,75,811,0
"MAP7D3",0,1096,395,28,150,173,253,376,134,224,313
"MAP9",2,640,93,33,179,0,274,243,68,372,107
"MAPK1",5,1062,1743,3167,3093,1304,3767,3822,750,7,1375
"MAPK10",1,461,0,25,0,0,36,34,70,0,0
"MAPK11",1,839,596,422,697,1703,588,511,1067,0,927
"MAPK12",2620,852,161,200,331,0,43,199,751,601,508
"MAPK13",0,914,2840,3850,1782,546,1002,1398,1308,626,1497
"MAPK14",2,984,834,1503,1905,357,2764,3123,176,618,479
"MAPK15",205,0,70,38,62,0,6,13,0,0,4
"MAPK1IP1L",6,1164,6469,3696,5661,4532,4167,4046,3606,770,3507
"MAPK3",32,12,937,1584,1402,1249,1606,1863,698,634,1406
"MAPK4",1,1411,136,0,26,0,0,0,34,0,36
"MAPK6",0,919,98,99,0,0,34,28,0,600,95
"MAPK7",0,631,212,362,221,193,214,382,243,303,266
"MAPK8",1326,950,351,179,53,375,160,245,132,1216,0
"MAPK8IP1",1,643,0,50,187,0,28,43,52,697,0
"MAPK8IP2",0,1206,0,26,34,0,11,5,0,709,0
"MAPK8IP3",3,1236,907,492,942,230,1031,1111,619,1403,1249
"MAPK9",1,874,813,324,620,742,449,589,755,922,747
"MAPKAP1",1,12,636,760,706,358,834,825,309,0,383
"MAPKAPK2",4353,811,6900,2295,3448,6340,1906,3674,15817,602,13108
"MAPKAPK3",2,74,403,1979,1024,1514,1515,1185,957,0,822
"MAPKAPK5",4727,951,1302,748,908,1338,1371,1565,2024,596,2549
"MAPKBP1",2,743,554,473,441,150,277,361,0,670,254
"MAPRE1",1,64,1357,1961,1982,917,2745,2916,1032,0,1165
"MAPRE2",0,869,104,100,153,300,669,672,0,56,0
"MAPRE3",1,1187,0,256,78,1,176,298,0,107,64
"MAPT",1329,1144,84,0,147,29,7,30,92,0,0
"MARCHF1",0,782,0,86,1072,764,624,560,100,347,182
"MARCHF10",0,958,7,0,77,0,0,0,30,1436,0
"MARCHF11",1436,625,55,0,48,0,0,0,0,1004,0
"MARCHF2",3,1197,703,270,1360,1221,750,1039,468,959,154
"MARCHF3",0,948,0,26,78,0,198,144,0,0,0
"MARCHF4",0,1162,0,0,0,10,0,0,0,1210,0
"MARCHF5",2429,1109,769,1386,807,62,1012,948,166,1350,238
"MARCHF6",7,809,1624,665,863,3441,2264,2525,2717,308,2784
"MARCHF7",0,1025,793,2303,3449,316,4516,4095,176,956,863
"MARCHF8",0,817,598,456,743,2633,642,1278,3222,336,2636
"MARCHF9",1,434,532,221,434,847,256,315,516,0,393
"MARCKS",17248,1028,12255,4959,9710,26043,4164,9720,29385,7168,10248
"MARCKSL1",3,927,3599,8603,3230,1385,3703,8529,970,1012,2450
"MARCO",1196,819,156,10,728,534,122,1879,753,280,956
"MARCOL",0,685,0,25,0,0,3,0,73,0,45
"MARF1",3,1283,1362,1024,2254,2399,3480,4459,3096,529,4416
"MARK1",2887,8,896,512,116,0,37,144,90,0,213
"MARK2",326,1171,1442,1210,1518,735,1133,1051,150,552,532
"MARK3",1,588,1590,2359,2275,134,1924,2187,334,686,1334
"MARK4",1,819,373,879,690,207,632,659,158,541,320
"MARS1",3,3,934,831,1013,825,1064,1469,587,0,98
"MARS2",0,519,248,18,131,44,254,203,0,0,0
"MARVELD1",0,823,1329,835,330,213,190,387,125,0,270
"MARVELD2",0,1396,585,556,64,86,24,19,291,531,1263
"MARVELD3",0,1393,37,83,42,0,5,2,90,298,0
"MAS1",2658,1218,0,0,0,0,14,33,0,930,0
"MAS1L",0,1486,0,0,0,0,0,21,30,539,91
"MASP1",0,1769,823,651,47,0,0,42,0,672,47
"MASP2",0,559,0,0,15,0,0,0,11,0,71
"MAST1",0,58,175,24,94,0,6,0,0,0,0
"MAST2",0,1080,346,689,519,32,534,646,348,699,439
"MAST3",1,816,241,215,503,447,468,469,48,617,59
"MAST4",1,50,1860,2185,458,294,359,565,180,0,430
"MASTL",0,1511,881,587,575,663,871,765,863,1396,1586
"MAT1A",2124,812,0,0,0,0,0,14,26,0,0
"MAT2A",3,1077,4652,2266,3361,4157,4578,5217,2876,319,3632
"MAT2B",1555,1117,906,830,1334,1435,2249,2154,1547,0,1059
"MATK",0,970,30,78,775,193,217,705,147,1326,136
"MATN1",0,804,0,1,21,0,10,13,0,698,0
"MATN2",1,1593,485,151,196,455,119,541,175,625,196
"MATN3",0,856,0,50,78,0,4,9,0,1622,83
"MATN4",0,0,0,0,74,0,0,0,0,0,0
"MATR3",8,943,3568,3410,4344,11090,5205,5923,9910,1233,6814
"MAU2",0,2,913,538,1006,932,1363,1555,842,663,727
"MAVS",9,453,633,470,845,520,1124,1287,230,924,258
"MAX",9,513,5533,2249,3777,11971,2335,3497,22651,2156,19126
"MAZ",2088,1341,5912,3477,3058,2247,3952,3977,2581,1304,2466
"MB",2302,239,52,54,29,0,0,1,0,334,0
"MB21D2",0,184,0,33,159,275,14,46,180,344,0
"MBD1",1,715,1002,967,1280,942,975,1035,352,295,640
"MBD2",1,14,1002,6661,7467,623,6264,5130,788,0,2037
"MBD3",1,490,221,366,332,0,104,123,82,0,0
"MBD3L_Family",5334,4084,107,0,0,0,0,0,0,1744,51
"MBD3L1",1434,597,83,0,134,0,0,0,0,0,8
"MBD4",1,1042,1333,464,1334,2522,1948,1977,2364,0,2538
"MBD5",1,5,1,296,637,157,743,662,134,2,389
"MBD6",0,700,474,925,1443,68,887,867,35,0,212
"MBIP",1406,274,192,124,296,0,170,172,248,0,0
"MBL2",3138,1289,125,0,0,24,0,3,238,350,0
"MBLAC1",0,820,175,94,166,0,50,85,136,0,121
"MBLAC2",0,763,468,141,151,229,326,312,154,1274,131
"MBNL1",4,668,2530,2354,9504,2860,11837,9808,456,0,498
"MBNL2",32,489,517,469,534,274,319,1134,0,0,681
"MBNL3",2468,1041,20,53,293,0,477,511,0,301,0
"MBOAT1",0,1,265,214,516,849,1655,1816,487,0,369
"MBOAT2",114,38,2968,3582,232,277,283,414,206,14,205
"MBOAT4",1,396,7,47,114,0,0,2,259,637,0
"MBOAT7",2605,10,358,713,359,168,665,690,143,327,450
"MBP",163,646,213,550,1012,230,1432,1239,222,0,112
"MBTD1",1,859,1018,325,673,546,880,1018,895,552,1339
"MBTPS1",861,812,5702,1715,4585,3699,2776,3803,6051,2688,12686
"MBTPS2",8,702,323,176,324,383,503,554,250,0,75
"MC1R",2695,1341,471,125,198,0,151,186,49,353,0
"MC2R",0,694,17,14,0,0,5,0,260,1600,0
"MC3R",1365,959,41,44,38,0,0,2,0,441,0
"MC4R",2927,936,129,17,0,3,0,10,0,0,71
"MC5R",2552,750,73,9,0,0,7,0,0,0,0
"MCAM",8,1191,3109,1860,1546,726,875,1696,326,2003,1655
"MCAT",640,2,161,54,200,230,189,253,180,0,364
"MCC",1,30,1157,1334,338,40,378,586,79,716,718
"MCCC1",1,6,658,587,703,226,879,877,54,0,205
"MCCC2",1,5,70,661,673,384,826,944,126,39,1
"MCCD1_GNL1",0,1176,239,0,143,0,4,15,13,0,80
"MCEE",1,753,204,150,370,125,435,713,198,0,315
"MCEMP1",818,0,370,4,218,98,0,4,121,0,149
"MCF2",0,1013,198,22,61,0,34,88,74,1097,63
"MCF2L",3589,7,1158,429,811,405,391,769,502,1390,1131
"MCF2L2",0,0,96,55,127,0,194,235,0,0,0
"MCFD2",1414,39,243,794,506,67,592,678,107,621,101
"MCHR1",0,778,0,6,47,0,10,13,0,630,0
"MCHR2",334,835,40,10,0,0,0,0,0,667,0
"MCIDAS",1910,0,0,42,19,0,0,0,0,0,0
"MCL1",13,526,11879,5445,15896,12369,10052,14399,4956,305,8969
"MCM10",492,0,147,187,111,0,171,118,305,353,201
"MCM2",0,4,38,300,165,57,374,288,132,0,255
"MCM3",0,12,144,790,528,575,1529,1242,80,472,797
"MCM3AP",0,797,218,1179,1394,369,2512,2299,107,0,468
"MCM4",1,918,1384,2268,223,11,766,481,200,286,312
"MCM5",2317,182,565,797,1335,299,1710,1800,420,0,985
"MCM6",3,1294,1160,1091,1441,660,3231,2118,755,748,1208
"MCM7",3542,998,3619,2130,1757,2584,3343,3058,6688,0,5816
"MCM8",198,133,387,385,309,0,545,414,187,0,217
"MCM9",0,867,88,248,364,412,617,686,261,1248,93
"MCMBP",0,1369,878,1190,1531,1543,2222,2078,1087,700,899
"MCMDC2",859,1377,1,35,0,72,7,2,114,2718,36
"MCOLN1",1,499,491,174,1003,676,305,921,336,715,529
"MCOLN2",1,3,120,59,1607,768,1036,1096,396,0,852
"MCOLN3",0,954,0,126,0,0,7,200,0,2507,0
"MCPH1",3830,1043,830,205,290,196,387,400,427,1896,196
"MCRIP1",2516,907,743,602,1221,1243,1149,994,231,812,184
"MCRIP2",7750,421,687,120,332,111,39,36,397,789,187
