"","pacient_10","pacient_11","pacient_5","pacient_6","pacient_4","pacient_1","pacient_2","pacient_3","pacient_7","pacient_9","pacient_8"
"AICDA",0,454,17,0,51,28,13,31,59,1602,0
"AIDA",0,142,1,445,529,120,483,550,0,0,255
"AIF1",1,273,283,197,1433,6571,981,1840,2597,311,225
"AIF1L",339,150,1,44,28,0,10,48,0,727,0
"AIFM1",0,1,56,163,211,63,322,299,63,0,64
"AIFM2",0,225,232,26,188,134,123,110,123,0,0
"AIFM3",0,515,0,0,95,0,7,4,0,0,56
"AIG1",0,415,176,120,3,0,50,155,65,636,0
"AIM2",1,307,104,288,593,783,281,330,538,0,535
"AIMP1",1,469,106,654,382,796,575,630,343,1044,923
"AIMP2",0,220,333,357,120,80,298,299,223,324,108
"AIP",1,582,118,254,959,215,1207,1195,83,1205,245
"AIPL1",0,577,0,17,0,0,0,0,197,0,47
"AIRE",0,213,0,2,0,0,3,46,0,0,0
"AJAP1",0,379,258,257,109,0,17,12,0,1234,0
"AJM1",2,190,0,0,232,0,17,74,164,0,99
"AJUBA",1007,607,2464,1090,94,139,40,39,69,1424,1271
"AK1",1,708,286,103,135,269,136,148,164,1150,217
"AK2",2,1105,477,2775,1457,462,1695,1678,376,1,1014
"AK3",0,559,0,73,173,0,221,158,0,0,0
"AK4",1,373,0,139,34,97,54,16,58,569,100
"AK5",3,587,0,36,0,0,1,21,113,0,43
"AK6",0,360,0,34,39,67,12,7,0,0,0
"AK7",0,391,0,6,0,0,0,9,0,342,6
"AK8",971,380,0,0,44,0,6,10,0,0,0
"AK9",0,826,1,78,36,0,127,214,0,0,54
"AKAIN1",0,401,0,0,0,0,0,0,0,721,0
"AKAP1",2,489,0,380,183,84,299,385,120,0,321
"AKAP10",0,283,0,260,1055,202,868,765,152,557,230
"AKAP11",0,567,311,838,1425,142,1755,1867,267,2,118
"AKAP12",1,474,136,225,142,924,24,418,1890,0,1199
"AKAP13",0,205,218,432,804,575,1275,827,116,0,425
"AKAP14",0,0,0,0,41,0,0,0,0,0,122
"AKAP17A",1367,17,315,76,298,658,108,124,657,0,445
"AKAP3",0,627,0,0,77,0,27,33,0,0,0
"AKAP4",0,357,0,0,44,0,0,0,0,680,43
"AKAP5",316,531,242,156,379,125,140,216,184,23,114
"AKAP6",0,417,75,20,87,0,11,20,0,0,32
"AKAP7",0,318,0,57,112,88,276,188,0,335,0
"AKAP8",1,374,76,377,590,150,512,589,0,0,127
"AKAP8L",2,6,73,211,776,223,743,830,173,0,66
"AKAP9",0,332,504,326,676,203,532,805,0,0,1
"AKIP1",1,709,1332,529,171,1251,308,663,1929,1,3212
"AKIRIN1",3,226,490,748,1343,152,1739,1530,549,0,495
"AKIRIN2",0,67,62,385,1074,218,930,1137,245,0,0
"AKNA",1,0,0,61,448,419,1662,1071,660,0,222
"AKNAD1",0,652,0,9,22,0,0,0,0,0,0
"AKR1A1",1,606,302,412,1338,675,1867,2350,725,684,127
"AKR1B1",1,64,239,366,740,518,1264,1314,0,0,93
"AKR1B10",0,218,0,312,31,0,2,0,43,0,117
"AKR1B15",0,213,23,14,39,0,0,0,0,0,0
"AKR1C_Family",3,2288,4269,831,221,454,96,278,251,691,400
"AKR1C1",3,602,0,32,50,129,26,44,0,0,0
"AKR1C2",0,666,0,18,0,0,0,0,51,527,0
"AKR1C4",0,537,0,0,0,0,0,0,33,0,0
"AKR1D1",2565,565,1,24,0,0,6,1,0,705,49
"AKR1E2",0,0,0,13,50,0,3,62,85,0,42
"AKR7A2",1,256,618,265,193,342,299,288,304,635,328
"AKR7A3",1,168,107,70,41,0,57,78,66,0,73
"AKR7L",0,720,0,0,0,0,13,4,0,0,0
"AKT1",2,629,957,2524,3381,608,2801,2630,336,789,460
"AKT1S1",0,621,315,466,316,358,443,377,101,615,0
"AKT2",3,457,1778,1362,1334,1167,1678,2005,1828,694,1221
"AKT3",4,761,804,673,1188,229,1783,1553,57,0,147
"AKTIP",0,600,2,192,285,403,373,467,111,0,134
"AL353689",0,207,258,9,0,0,123,138,149,592,64
"ALAD",2268,760,1938,616,1040,2910,628,894,2861,592,2591
"ALAS1",2097,247,135,322,307,1347,1156,730,663,0,531
"ALAS2",0,358,0,0,0,0,1,17,0,0,0
"ALB",0,174,0,12,79,0,7,4,65,279,103
"ALCAM",0,446,2,273,358,76,168,412,162,664,1
"ALDH16A1",1,1,133,376,255,152,330,281,159,0,117
"ALDH18A1",18,137,0,312,295,0,305,294,41,1305,100
"ALDH1A1",0,554,0,0,937,448,849,1291,0,0,0
"ALDH1A2",0,244,140,38,52,95,11,4,0,0,1
"ALDH1A3",0,95,96,1699,105,209,44,215,521,0,0
"ALDH1B1",2673,171,67,90,51,71,103,107,47,1174,181
"ALDH1L1",0,495,0,0,59,2,0,7,0,0,1
"ALDH1L2",0,288,204,51,101,83,4,73,60,726,207
"ALDH2",4,283,953,355,557,602,1333,913,141,1,928
"ALDH3A1",0,415,0,46,0,0,0,1,0,0,0
"ALDH3A2",0,235,48,264,164,0,269,251,173,682,59
"ALDH3B1",0,744,1,165,522,1667,382,606,862,0,190
"ALDH3B2",0,250,614,301,0,0,0,0,0,0,345
"ALDH4A1",0,3,279,91,46,0,20,50,0,0,151
"ALDH5A1",0,330,320,21,46,344,183,311,218,0,117
"ALDH6A1",0,456,62,28,77,0,44,103,0,730,0
"ALDH7A1",0,199,19,949,118,0,114,210,0,0,66
"ALDH8A1",0,1705,0,71,1,0,70,125,60,657,45
"ALDH9A1",1,566,211,212,360,829,421,679,781,597,1208
"ALDOA",5,85,3169,8608,2898,450,4208,2760,161,0,508
"ALDOB",0,438,0,0,0,0,1,5,0,5,0
"ALDOC",0,396,0,36,44,0,259,186,0,0,0
"ALG1",1,45,644,297,393,61,434,613,0,0,113
"ALG10",0,0,0,134,43,59,151,195,0,0,0
"ALG10B",3541,749,687,141,479,1211,448,433,2243,2299,2289
"ALG11",1,520,152,121,244,57,380,320,40,1,100
"ALG12",2077,376,51,418,307,115,260,319,275,427,279
"ALG13",1,491,521,321,865,233,1073,1515,169,689,1047
"ALG14",0,445,0,0,27,0,5,43,0,0,1
"ALG1L",1,0,0,58,0,0,10,24,0,0,0
"ALG1L2",0,0,0,0,0,0,0,16,0,0,0
"ALG2",1,472,513,163,219,127,283,420,114,1089,288
"ALG3",2,453,269,475,291,214,363,343,47,0,0
"ALG5",0,227,824,204,178,331,182,277,718,282,176
"ALG6",0,250,0,127,141,262,221,268,19,301,101
"ALG8",1,351,395,261,309,48,555,512,41,650,65
"ALG9",0,549,242,88,111,114,90,195,83,0,97
"ALK",1,0,0,13,24,0,0,0,0,0,0
"ALKAL1",0,690,0,0,0,0,0,0,55,0,0
"ALKAL2",42,0,134,35,48,0,33,44,62,0,0
"ALKBH1",0,1,196,44,101,0,127,127,43,0,0
"ALKBH2",2105,154,277,59,63,1,63,54,34,320,0
"ALKBH3",1283,1,130,156,122,121,214,171,136,0,107
"ALKBH4",0,463,0,52,124,0,89,120,242,678,180
"ALKBH5",1,482,906,351,523,698,464,672,431,0,100
"ALKBH6",2,589,104,186,419,256,414,487,75,587,120
"ALKBH7",0,531,2,14,0,0,10,27,21,677,0
"ALKBH8",0,373,120,221,173,0,133,134,86,0,161
"ALLC",0,529,0,10,73,0,0,0,0,0,0
"ALMS1",0,642,538,375,409,245,563,909,618,0,769
"ALOX12",0,0,0,0,1,0,0,4,0,0,144
"ALOX12B",0,9,638,413,5,0,0,3,0,0,7
"ALOX15",0,0,70,0,0,0,3,16,783,0,353
"ALOX15B",0,218,0,157,0,40,297,159,57,0,307
"ALOX5",0,6,0,84,547,506,493,836,122,0,225
"ALOX5AP",0,243,0,36,26,0,277,101,0,0,178
"ALOXE3",0,404,198,235,35,0,0,0,17,174,0
"ALPG",0,921,0,0,0,0,0,0,0,294,0
"ALPI",1248,812,0,0,34,0,0,0,0,0,1
"ALPK1",1,820,153,80,498,246,599,482,51,709,56
"ALPK2",0,396,0,0,68,0,249,236,0,0,0
"ALPK3",0,0,116,13,21,0,27,46,147,0,281
"ALPL",0,467,1,157,228,162,218,428,41,0,31
"ALPP",0,281,0,1,0,0,0,0,0,1294,206
"ALS2",2,17,153,90,196,226,121,198,65,0,302
"ALS2CL",4164,7,305,354,0,162,51,100,76,0,603
"ALX1",0,724,33,0,0,0,0,0,0,0,0
"ALX3",0,348,0,0,0,0,0,0,47,0,0
"ALX4",0,484,15,0,0,0,0,5,0,0,59
"ALYREF",3,26,1720,1633,971,2317,2235,2097,2196,0,2133
"AMACR",0,481,303,47,335,0,218,278,0,81,217
"AMBN",0,29,0,0,0,0,0,0,0,0,36
"AMBP",0,551,0,0,0,0,1,0,66,0,0
"AMBRA1",0,44,341,162,557,371,347,490,136,0,9
"AMD1",3,540,1979,2218,1699,1048,977,1053,432,0,1298
"AMDHD1",0,17,0,0,21,0,0,0,68,0,114
"AMDHD2",4,1,951,370,603,947,455,831,849,0,756
"AMELX",0,3,0,0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,25,5,0,0,69,0,0
"AMER1",2549,910,0,47,210,0,67,63,0,0,0
"AMER2",1267,964,0,0,38,0,6,0,0,1905,0
"AMER3",1770,489,133,0,0,0,0,0,47,0,0
"AMFR",3,790,968,539,757,664,1139,1251,560,1717,706
"AMH",0,513,23,50,42,38,36,17,120,1486,2
"AMHR2",0,258,114,0,0,0,0,4,0,0,130
"AMIGO1",0,372,0,10,66,0,26,57,0,521,0
"AMIGO2",2637,555,476,523,368,216,201,390,248,647,798
"AMIGO3",0,552,77,92,0,74,19,84,60,0,0
"AMMECR1",326,701,1188,1968,321,169,500,366,86,0,724
"AMMECR1L",0,0,0,164,166,147,314,413,164,0,128
"AMN",0,206,0,0,38,0,4,9,141,0,0
"AMN1",1163,650,117,84,170,651,243,276,185,1147,0
"AMOT",0,1155,0,0,45,0,11,18,16,650,0
"AMOTL1",0,1298,757,1628,373,0,197,349,0,697,461
"AMOTL2",2,843,736,1238,787,300,386,740,385,680,1207
"AMPD1",0,604,7,0,43,0,0,151,0,0,0
"AMPD2",38,897,268,184,573,817,418,579,808,281,478
"AMPD3",2,722,1839,1033,891,2536,1628,1252,1171,42,2263
"AMPH",1,1,0,0,0,0,0,7,0,0,0
"AMT",0,509,146,16,61,44,45,111,68,0,0
"AMTN",0,0,9,2,76,0,0,0,0,0,0
"AMY_Family",449,6532,149,167,328,460,602,615,187,2184,202
"AMY1_Family",0,5836,263,84,163,164,167,201,184,4815,749
"AMY2B",1,0,0,40,0,713,256,370,365,0,130
"AMZ1",0,0,128,25,16,0,33,12,12,0,94
"AMZ2",3,22,677,699,1403,482,1341,1541,59,0,106
"ANAPC1",0,6,1,390,340,78,583,655,134,0,114
"ANAPC10",2340,885,87,321,424,171,489,633,89,559,186
"ANAPC11",664,326,311,749,536,513,390,435,336,643,290
"ANAPC13",4248,574,3806,916,1577,3197,1274,1341,7917,937,6773
"ANAPC15",1,854,3661,1063,396,1778,771,841,3915,1,2636
"ANAPC16",1,1343,0,1024,1298,167,2849,2543,66,488,2
"ANAPC2",0,446,639,259,461,245,515,613,908,128,721
"ANAPC4",0,49,490,331,432,248,473,566,332,0,568
"ANAPC5",0,54,2812,2442,1808,1677,3341,3691,2081,0,2303
"ANAPC7",0,709,970,739,511,956,1614,1503,955,634,985
"ANG",0,711,0,53,0,0,2,102,0,0,0
"ANGEL1",2654,758,1309,288,895,1800,718,658,1882,657,2340
"ANGEL2",0,1,138,186,338,276,520,465,17,1,441
"ANGPT1",0,677,215,89,181,0,16,98,0,0,0
"ANGPT2",0,243,70,120,139,0,15,30,33,0,0
"ANGPT4",0,701,12,0,5,0,0,1,72,660,0
"ANGPTL1",0,242,0,36,28,63,12,34,0,0,0
"ANGPTL2",2491,619,266,221,452,120,119,174,0,0,207
"ANGPTL3",0,525,0,0,0,0,0,0,67,0,0
"ANGPTL4",0,996,0,272,79,0,26,73,0,0,0
"ANGPTL5",0,474,0,0,20,0,0,0,0,0,0
"ANGPTL6",0,248,0,0,159,0,107,76,0,513,0
"ANGPTL7",2760,617,20,0,37,58,0,5,122,580,109
"ANGPTL8",0,569,87,0,0,0,0,0,0,0,0
"ANHX",0,384,0,0,85,0,0,0,0,0,0
"ANK1",1187,589,65,17,167,0,26,31,0,702,93
"ANK2",2,480,0,0,81,0,41,90,105,2,0
"ANK3",1418,627,0,16,19,0,6,35,0,0,0
"ANKAR",0,1042,91,31,75,0,129,126,79,0,198
"ANKDD1A",0,699,66,0,33,183,75,181,108,246,0
"ANKDD1B",0,0,0,0,47,0,0,0,0,0,5
"ANKEF1",0,1111,613,262,350,62,143,151,435,584,489
"ANKFN1",0,835,0,0,41,0,0,6,0,492,50
"ANKFY1",4,4,733,663,976,711,1062,1082,1008,236,761
"ANKH",0,633,583,335,209,0,340,608,0,0,37
"ANKHD1_ANKHD1-EIF4EBP3",1,5,143,593,1141,308,1062,1497,95,0,173
"ANKHD1-EIF4EBP3",15292,361,407,184,419,2659,346,730,9777,14115,3631
"ANKIB1",11,11,946,1512,2287,356,1353,1755,665,0,942
"ANKK1",0,89,0,50,0,0,13,15,0,0,54
"ANKLE1",0,782,57,0,82,126,105,126,202,0,0
"ANKLE2",0,472,519,1442,722,64,766,757,70,612,537
"ANKMY1",1837,357,469,139,674,1092,631,863,1629,919,1127
"ANKMY2",0,2,278,67,50,260,110,190,158,0,318
"ANKRA2",144,677,68,89,245,401,279,256,148,823,191
"ANKRD1",0,295,106,11,0,0,0,7,9,877,269
"ANKRD10",2,6,987,609,1501,789,2238,2938,1974,0,1525
"ANKRD11",0,0,131,202,248,358,329,455,152,0,522
"ANKRD12",19,5,546,575,1901,351,2105,1593,103,0,1
"ANKRD13A",0,2,431,519,432,899,645,744,426,0,627
"ANKRD13B",1,2,147,59,111,0,39,82,97,0,1
"ANKRD13C",441,747,311,571,943,0,1116,926,91,653,458
"ANKRD13D",1,299,452,499,714,231,447,343,0,0,173
"ANKRD16",335,863,214,86,195,0,117,171,34,359,349
"ANKRD17",1196,1363,3303,1680,2052,3569,3067,3583,4807,32,3095
"ANKRD18A_ANKRD18B",0,47,0,195,0,0,94,48,0,0,109
"ANKRD18B",0,3,0,12,32,0,4,0,0,0,0
"ANKRD2",0,893,0,41,84,0,2,6,135,1257,0
"ANKRD20A1",2655,1,250,76,899,637,311,1622,2277,429,754
"ANKRD22",0,673,1037,523,2650,14223,1139,1234,5724,0,2075
"ANKRD23",1,685,0,63,427,358,258,276,204,959,254
"ANKRD24",1903,107,0,13,28,167,48,78,141,0,0
"ANKRD26",2,0,296,107,173,88,263,380,105,0,145
"ANKRD27",1,1486,214,651,1011,309,1241,1586,214,717,615
"ANKRD28",5,500,369,892,1255,75,827,1307,76,0,228
"ANKRD29",0,1,0,6,0,0,112,253,0,0,49
"ANKRD30A",0,0,14,30,30,0,3,2,0,0,111
"ANKRD30B",0,578,0,0,100,72,0,1,0,338,0
"ANKRD30BL",13,0,20,0,71,0,0,0,0,0,0
"ANKRD31",0,312,0,0,0,0,23,10,49,331,0
"ANKRD33",0,632,0,22,39,0,0,13,0,692,92
"ANKRD33B",2384,603,126,86,185,72,118,260,210,0,0
"ANKRD34A",0,587,0,0,37,0,13,10,0,509,0
"ANKRD34B",1,906,0,0,45,0,26,0,0,590,19
"ANKRD34C",0,511,0,0,0,0,0,0,0,0,0
"ANKRD35",0,0,0,48,0,0,0,0,55,0,2
"ANKRD36_ANKRD36C",0,0,267,148,117,283,417,650,120,0,170
"ANKRD36B_ANKRD36C",0,33,0,18,86,0,17,57,70,0,318
"ANKRD36C",0,0,0,22,0,0,35,75,100,0,0
"ANKRD37",101,373,297,477,154,171,197,223,300,18,228
"ANKRD39",0,646,0,21,0,121,137,102,62,617,105
"ANKRD40",1,51,504,645,502,424,696,911,276,0,311
"ANKRD40CL",2395,0,0,0,0,65,0,0,0,683,1
"ANKRD42",1,963,134,107,140,154,371,372,117,625,0
"ANKRD44",0,20,63,216,1474,201,2889,2524,80,0,0
"ANKRD45",0,1030,0,8,0,0,0,4,0,734,46
"ANKRD46",0,1198,119,123,34,74,68,142,4,711,259
"ANKRD49",0,684,367,334,668,187,747,782,0,753,0
"ANKRD50",0,498,434,619,170,44,141,224,0,500,159
"ANKRD52",2452,125,156,571,541,195,746,752,132,0,2
"ANKRD53",81,218,23,16,68,0,3,15,46,0,0
"ANKRD54",89,2,683,344,511,247,228,266,219,271,370
"ANKRD55",139,1019,0,10,0,1,64,127,0,21,122
"ANKRD6",110,97,505,59,190,81,164,256,109,0,58
"ANKRD60",0,343,0,0,0,0,0,0,0,0,0
"ANKRD61",2,588,0,0,0,0,0,0,0,0,0
"ANKRD62",0,735,0,0,0,75,3,0,0,0,0
"ANKRD63",1,1071,0,0,74,0,0,0,27,644,0
"ANKRD65",0,638,61,95,169,39,159,401,171,638,65
"ANKRD66",0,0,0,0,0,0,0,0,32,0,106
"ANKRD7",0,44,0,1,43,0,0,11,70,209,108
"ANKRD9",0,866,0,31,0,0,15,0,64,667,0
"ANKS1A",0,620,350,271,295,504,201,322,203,557,344
"ANKS1B",1,788,0,0,31,67,0,7,65,0,40
"ANKS3",1922,750,149,133,428,453,259,401,500,0,716
"ANKS4B",763,972,0,33,38,79,0,0,66,0,73
"ANKS6",0,228,0,41,226,78,19,56,161,0,98
"ANKUB1",1988,866,132,0,0,0,0,0,0,646,0
"ANKZF1",0,2,247,157,674,640,478,594,497,0,467
"ANLN",1,537,157,325,186,56,84,63,161,353,439
"ANO1",2,0,385,230,0,0,0,33,29,0,216
"ANO10",0,613,37,218,242,528,174,281,190,0,214
"ANO2",0,0,0,42,99,0,16,75,0,0,23
"ANO3",0,1131,0,0,0,0,0,6,30,0,109
"ANO4",0,802,0,20,65,0,2,0,0,53,84
"ANO5",0,0,0,12,78,0,25,76,0,0,0
"ANO6",1,342,206,448,326,422,387,567,224,1,399
"ANO7",0,787,0,0,17,0,0,0,0,584,0
"ANO8",0,889,2,434,310,204,348,544,457,683,287
"ANO9",2446,903,488,303,308,278,791,1280,235,1942,0
"ANOS1",2,681,129,53,238,254,263,248,168,301,136
"ANP32A",3,734,1555,749,1426,1666,1775,1951,1430,0,921
"ANP32B",6,1359,4639,3689,3810,6178,5784,5379,6004,571,3424
"ANP32C",0,680,0,0,42,0,0,1,0,0,110
"ANP32D",0,743,113,189,36,66,75,205,0,558,118
"ANP32E",2,238,80,279,589,368,603,697,131,568,122
"ANPEP",1,661,532,198,261,628,167,185,574,215,196
"ANTKMT",0,803,90,186,145,0,171,225,0,2421,0
"ANTXR1",1224,627,822,739,424,0,409,262,0,0,0
"ANTXR2",2,4,1054,789,759,1112,733,2438,1047,0,1186
"ANTXRL",0,0,0,27,0,0,0,3,0,1,0
"ANXA1",4,58,7023,19224,1871,248,954,2119,59,0,210
"ANXA10",0,0,0,0,0,0,0,0,17,0,0
"ANXA11",1,13,1835,1553,1018,1919,1772,2217,1800,1,1903
"ANXA13",0,879,0,44,66,0,0,0,0,0,0
"ANXA2",0,613,304,638,190,174,43,119,29,0,216
"ANXA2R",0,228,176,65,463,58,250,356,0,1759,79
"ANXA3",0,4,508,2995,76,17,27,71,0,0,58
"ANXA4",3,356,268,799,156,510,301,650,568,1,237
"ANXA5",6338,495,11177,9013,7261,11086,6344,8693,12879,615,14668
"ANXA6",0,533,307,97,449,499,548,918,58,0,295
"ANXA7",3,14,1028,891,1083,362,1739,1765,274,0,194
"ANXA8_ANXA8L1",0,58,2785,4279,0,0,0,0,0,0,1601
"ANXA9",0,380,74,21,0,0,2,4,1,0,0
"AOAH",0,884,135,160,3701,1373,2283,3933,486,1150,363
"AOC1",0,412,151,27,0,0,6,280,0,0,0
"AOC2",1,600,0,110,112,0,78,42,0,0,189
"AOC3",0,366,71,108,150,366,103,233,319,0,175
"AOPEP",1,0,0,70,119,65,124,175,68,0,88
"AOX1",0,804,176,49,82,109,213,359,37,976,0
"AP1AR",0,363,0,0,0,0,8,8,0,622,0
"AP1B1",1,270,1699,1413,1570,509,1376,1625,508,0,462
"AP1G1",3,7,1655,1813,2206,490,2568,2454,662,0,1635
"AP1G2",1,621,547,882,1966,578,1903,1954,430,1124,119
"AP1M1",1,524,1234,718,958,1768,1297,1345,1463,1345,1146
"AP1M2",1,736,143,629,0,0,0,0,76,0,226
"AP1S1",6716,564,147,329,211,0,67,110,0,1069,98
"AP1S2",605,0,46,0,32,0,4,2,10,692,0
"AP1S3",2,197,118,335,127,227,275,245,389,47,163
"AP2A1",2,815,998,712,1363,486,1374,1471,35,0,911
"AP2A2",1,654,1389,580,2246,2305,1004,1597,4318,0,2679
"AP2B1",1,811,343,572,1352,323,960,1038,68,0,135
"AP2M1",6,255,2339,1983,1052,594,1193,1438,344,590,1083
"AP2S1",4,20,1505,1814,1375,826,1857,1857,466,0,1025
"AP3B1",3,821,259,776,1442,388,1937,1989,218,1,723
"AP3B2",1,684,0,20,0,0,11,8,35,569,0
"AP3D1",0,807,3248,2641,2767,3541,2981,3427,3476,1055,4748
"AP3M1",1,745,460,1083,1680,284,1647,1301,0,0,56
"AP3M2",0,9,144,115,298,0,230,165,98,0,154
"AP3S1",0,1026,561,1166,1116,0,737,640,514,0,334
"AP3S2",0,3,0,189,134,71,652,438,67,0,0
"AP4B1",2,584,145,148,904,1638,1137,1309,972,0,634
"AP4E1",0,656,41,438,601,75,446,537,89,0,216
"AP4M1",1,1,0,103,28,127,75,128,1,0,100
"AP4S1",1,765,0,63,72,89,102,107,37,0,0
"AP5B1",1,642,134,292,420,360,524,449,75,0,340
"AP5M1",1,991,286,162,363,315,500,436,154,0,0
"AP5S1",0,677,578,190,253,38,168,145,32,637,0
"AP5Z1",1,292,263,67,201,820,257,359,1004,0,844
"APAF1",1,853,393,341,1040,381,673,912,1146,1170,1053
"APBA1",0,1000,234,26,0,0,53,133,96,0,0
"APBA2",1,0,4,101,73,0,185,280,0,0,0
"APBA3",0,776,240,428,948,789,744,845,753,1200,339
"APBB1",0,458,151,72,335,264,571,486,312,559,319
"APBB1IP",0,573,121,95,654,1274,1031,1163,541,481,268
"APBB2",0,614,1193,682,32,52,225,320,138,0,537
"APBB3",0,0,1,90,72,110,164,150,82,656,232
"APC",0,497,295,912,928,460,692,894,510,0,425
"APC2",0,0,0,15,0,0,0,6,0,0,1
"APCDD1",635,1039,492,857,141,0,30,20,0,849,1
"APCDD1L",0,613,0,21,0,0,3,0,0,0,104
"APCS",0,615,69,1,48,97,0,0,88,0,0
"APEH",1,416,351,950,694,301,977,920,216,0,188
"APELA",0,855,88,40,35,0,0,0,0,616,0
"APEX1",2307,789,2971,1733,1350,2207,2845,2671,5582,355,4691
"APEX2",1,618,345,433,325,160,368,456,449,647,743
"APH1A",4,526,1608,1793,1823,1780,1534,1829,573,423,922
"APH1B",2,883,682,221,462,1166,606,941,1972,590,1576
"API5",186,789,1432,1774,1932,813,1468,1625,1253,1530,1232
"APIP",0,710,350,392,532,774,385,510,165,1,575
"APLF",2,1142,304,295,303,770,399,704,797,0,572
"APLN",2225,523,142,46,49,27,46,8,43,0,0
"APLNR",0,277,0,88,47,0,20,15,0,0,0
"APLP1",1304,308,48,50,0,0,55,22,0,0,0
"APLP2",2,407,2230,2222,1151,2987,987,2299,1618,646,2008
"APMAP",1,131,736,1009,2159,1234,2044,2471,791,17,351
"APOA1",0,619,0,0,49,0,0,4,69,640,0
"APOA2",0,194,0,19,0,0,0,0,0,0,0
"APOA4",0,281,0,9,0,0,0,0,0,0,0
"APOA5",0,395,84,0,26,0,0,0,0,0,62
"APOB",0,680,0,0,51,21,0,4,0,717,70
"APOBEC1",0,550,0,0,0,0,3,0,0,1326,0
"APOBEC2",0,686,0,0,33,0,0,1,0,0,0
"APOBEC3A",1348,775,750,11637,1282,0,117,367,1,0,107
"APOBEC3A_B",0,222,70,13,0,0,5,9,116,0,0
"APOBEC3B",1,0,153,251,25,0,87,90,61,0,0
"APOBEC3C",2,465,894,523,1121,1767,1094,1675,2376,0,1092
"APOBEC3D",0,929,0,24,703,97,325,285,66,0,0
"APOBEC3F",3,8,554,855,3937,900,2484,3584,783,0,753
"APOBEC3G",1,598,319,346,1885,1307,985,1787,1758,0,576
"APOBEC3H",0,0,0,27,198,1,92,354,174,0,0
"APOBEC4",2257,596,1,0,30,0,0,0,0,0,0
"APOBR",425,845,822,178,451,1530,241,684,1932,968,1661
"APOC1",2,390,1,86,2032,5846,1780,4838,683,53,1623
"APOC2",0,290,72,0,77,0,5,17,0,0,0
"APOC3",0,553,0,0,49,0,0,0,0,0,24
"APOC4",0,695,1,0,54,103,0,34,40,270,89
"APOD",19,11,839,487,640,3091,276,4939,42374,19,2551
"APOE",2407,936,1590,1838,67313,58158,65538,100121,19044,783,29192
"APOF",0,427,23,0,30,0,0,0,0,355,0
"APOH",0,656,0,0,0,0,0,0,0,1788,0
"APOL1",2282,879,94,956,2593,270,1163,1843,584,601,2183
"APOL2",4,238,711,993,3277,696,1785,2005,277,516,632
"APOL3",1,614,515,702,3433,4222,3953,3132,858,1,771
"APOL4",0,347,0,151,447,1433,62,379,230,0,1
"APOL5",0,261,0,10,96,0,0,0,117,0,0
"APOL6",3,1077,1614,2147,5961,9086,2355,4457,4372,1,4372
"APOLD1",0,359,390,89,177,0,86,70,179,0,393
"APOM",0,0,0,14,47,74,26,44,0,0,1
"APOO",0,624,389,532,382,0,605,520,0,0,375
"APOOL",0,537,180,190,203,228,294,258,253,0,606
"APP",4643,900,21986,13275,3856,7960,2711,5784,9132,4,25979
"APPBP2",4,288,1194,624,1314,1699,1608,1833,1566,0,1328
"APPL1",0,13,69,339,229,0,592,730,336,0,211
"APPL2",2360,577,135,426,527,209,597,716,401,0,678
"APRT",0,22,2694,1248,869,2766,1406,1711,1607,1,2031
"APTX",2,1115,552,1287,979,95,781,772,333,637,778
"AQP1",2,681,4755,2510,1506,396,606,2904,500,0,91
"AQP10",0,1,6,0,37,0,0,0,0,0,0
"AQP11",0,550,76,8,0,0,4,5,0,880,0
"AQP12A_AQP12B",1,1171,0,18,0,2,0,6,105,1043,91
"AQP2",0,741,0,12,0,0,0,0,23,0,0
"AQP3",3,779,4690,19154,1110,0,602,745,24,0,3062
"AQP4",16,734,0,0,0,0,0,0,0,597,115
"AQP5",0,360,124,17,57,0,1,0,120,609,0
"AQP6",2317,1082,128,0,40,0,11,18,0,697,172
"AQP7",1210,1025,0,1,79,0,0,64,0,605,0
"AQP8",0,1,142,0,0,0,4,5,0,0,0
"AQP9",2,698,314,898,1802,2067,587,202,1331,0,896
"AQR",1,3,542,317,454,124,713,627,172,0,228
"AR",1990,586,78,52,29,0,11,18,0,0,0
"ARAF",1,495,373,568,1050,273,1197,1209,209,118,240
"ARAP1",2,1078,1296,1083,3020,6959,2684,3843,4197,620,2563
"ARAP2",0,2,92,552,1163,244,1353,1202,12,0,1
"ARAP3",0,723,0,458,226,83,65,171,0,0,113
"ARC",0,660,121,0,58,0,0,3,0,615,1
"ARCN1",1,488,1310,1240,1956,792,2200,2284,668,678,962
"AREG",0,387,614,1099,72,71,17,22,0,0,120
"AREL1",0,621,110,77,223,650,322,277,126,0,101
"ARF1",9,544,6885,5182,7710,7325,6204,6974,3210,1,7472
"ARF3",0,337,680,154,215,937,236,274,288,0,154
"ARF4",1,48,721,1567,1119,111,1607,1870,1,1,248
"ARF5",0,473,2084,2237,1264,387,1055,880,361,517,227
"ARF6",7,672,2415,5910,5945,1668,5822,6084,1257,1,2032
"ARFGAP1",7620,448,3395,1439,1452,7904,1959,2560,18291,1319,12851
"ARFGAP2",1,58,294,756,932,44,817,716,368,0,214
"ARFGAP3",0,2,168,161,372,268,403,437,122,0,133
"ARFGEF1",917,32,1206,1828,2133,411,1975,1875,275,0,1240
"ARFGEF2",2,461,1020,234,398,1696,760,1087,1367,512,807
